fpath,fname,labelname,xmin,ymin,xmax,ymax
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000130.xml,image_sequence000130,stopsign,906,526,944,561
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000131.xml,image_sequence000131,stopsign,921,513,963,552
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000132.xml,image_sequence000132,stopsign,951,494,997,535
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000133.xml,image_sequence000133,stopsign,976,489,1032,541
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000134.xml,image_sequence000134,stopsign,1004,477,1068,535
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000135.xml,image_sequence000135,stopsign,1045,462,1109,529
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000136.xml,image_sequence000136,stopsign,1088,435,1161,507
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000137.xml,image_sequence000137,stopsign,1144,410,1221,488
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000138.xml,image_sequence000138,stopsign,1209,373,1302,466
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000139.xml,image_sequence000139,stopsign,1277,328,1398,445
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000140.xml,image_sequence000140,stopsign,1382,261,1530,398
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000141.xml,image_sequence000141,stopsign,1511,175,1670,345
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000142.xml,image_sequence000142,stopsign,1665,64,1865,263
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000186.xml,image_sequence000186,pdestrian,886,552,920,587
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000187.xml,image_sequence000187,pdestrian,906,550,949,589
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000188.xml,image_sequence000188,pdestrian,926,551,972,593
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000189.xml,image_sequence000189,pdestrian,951,553,1000,601
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000190.xml,image_sequence000190,pdestrian,978,515,1040,577
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000191.xml,image_sequence000191,pdestrian,1007,494,1083,561
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000192.xml,image_sequence000192,pdestrian,1037,466,1116,540
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000193.xml,image_sequence000193,pdestrian,1098,429,1195,528
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000194.xml,image_sequence000194,pdestrian,1225,370,1346,494
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000195.xml,image_sequence000195,pdestrian,1446,266,1633,447
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000250.xml,image_sequence000250,signalahead,914,468,985,544
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000251.xml,image_sequence000251,signalahead,956,445,1058,536
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000252.xml,image_sequence000252,signalahead,1035,391,1158,501
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000253.xml,image_sequence000253,signalahead,1191,261,1367,433
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000254.xml,image_sequence000254,signalahead,1514,22,1818,326
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000269.xml,image_sequence000269,onlyrightleft,655,600,690,619
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000270.xml,image_sequence000270,onlyrightleft,656,599,695,620
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000271.xml,image_sequence000271,onlyrightleft,657,584,696,605
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000272.xml,image_sequence000272,onlyrightleft,658,579,699,602
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000274.xml,image_sequence000274,onlyrightleft,640,587,688,611
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000275.xml,image_sequence000275,onlyrightleft,638,556,692,582
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000276.xml,image_sequence000276,onlyrightleft,628,560,684,586
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000277.xml,image_sequence000277,onlyrightleft,611,560,671,586
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000280.xml,image_sequence000280,onlyrightleft,535,561,610,597
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000281.xml,image_sequence000281,onlyrightleft,528,548,603,589
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000282.xml,image_sequence000282,onlyrightleft,520,538,602,582
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000283.xml,image_sequence000283,onlyrightleft,508,532,601,575
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000284.xml,image_sequence000284,onlyrightleft,501,524,591,568
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000285.xml,image_sequence000285,onlyrightleft,501,523,591,569
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000286.xml,image_sequence000286,onlyrightleft,497,520,595,571
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000287.xml,image_sequence000287,onlyrightleft,495,523,591,569
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000288.xml,image_sequence000288,onlyrightleft,495,529,591,575
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000290.xml,image_sequence000290,onlyrightleft,493,546,590,593
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000291.xml,image_sequence000291,onlyrightleft,491,555,591,604
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000292.xml,image_sequence000292,onlyrightleft,492,553,587,597
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000293.xml,image_sequence000293,onlyrightleft,486,556,585,601
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000294.xml,image_sequence000294,onlyrightleft,464,559,574,607
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000295.xml,image_sequence000295,onlyrightleft,455,555,553,608
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000296.xml,image_sequence000296,onlyrightleft,432,550,531,600
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000298.xml,image_sequence000298,onlyrightleft,401,543,504,592
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000299.xml,image_sequence000299,onlyrightleft,391,539,496,590
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000300.xml,image_sequence000300,onlyrightleft,390,550,494,597
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000301.xml,image_sequence000301,onlyrightleft,391,552,493,601
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000302.xml,image_sequence000302,onlyrightleft,388,551,495,597
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000303.xml,image_sequence000303,onlyrightleft,394,552,496,600
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000304.xml,image_sequence000304,onlyrightleft,388,551,495,599
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000305.xml,image_sequence000305,onlyrightleft,387,548,495,599
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000306.xml,image_sequence000306,onlyrightleft,387,553,499,601
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000307.xml,image_sequence000307,onlyrightleft,392,546,497,599
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000308.xml,image_sequence000308,onlyrightleft,387,548,497,601
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000309.xml,image_sequence000309,onlyrightleft,390,550,497,603
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000310.xml,image_sequence000310,onlyrightleft,382,549,498,601
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000311.xml,image_sequence000311,onlyrightleft,390,547,498,603
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000312.xml,image_sequence000312,onlyrightleft,386,550,497,598
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000313.xml,image_sequence000313,onlyrightleft,384,549,500,596
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000325.xml,image_sequence000325,onlyrightleft,388,552,491,598
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000327.xml,image_sequence000327,onlyrightleft,384,552,497,603
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000328.xml,image_sequence000328,onlyrightleft,386,554,497,600
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000329.xml,image_sequence000329,onlyrightleft,382,543,497,603
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000331.xml,image_sequence000331,onlyrightleft,386,545,493,605
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000340.xml,image_sequence000340,onlyrightleft,388,548,494,604
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000342.xml,image_sequence000342,onlyrightleft,388,547,495,600
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000344.xml,image_sequence000344,onlyrightleft,388,551,497,599
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000345.xml,image_sequence000345,onlyrightleft,388,552,498,598
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000347.xml,image_sequence000347,onlyrightleft,384,554,490,601
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000348.xml,image_sequence000348,onlyrightleft,375,552,491,607
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000349.xml,image_sequence000349,onlyrightleft,361,561,477,612
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000350.xml,image_sequence000350,onlyrightleft,351,573,461,626
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000361.xml,image_sequence000361,nouturn,541,589,576,622
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000362.xml,image_sequence000362,nouturn,360,583,395,620
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000363.xml,image_sequence000363,nouturn,197,581,233,620
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000364.xml,image_sequence000364,nouturn,10,579,55,623
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000429.xml,image_sequence000429,stopsign,1390,521,1456,584
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000430.xml,image_sequence000430,stopsign,1672,470,1768,561
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000476.xml,image_sequence000476,leftturnonly,867,578,900,611
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000477.xml,image_sequence000477,leftturnonly,867,565,907,599
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000478.xml,image_sequence000478,leftturnonly,861,563,902,596
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000479.xml,image_sequence000479,leftturnonly,863,559,903,598
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000480.xml,image_sequence000480,leftturnonly,862,554,901,593
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000481.xml,image_sequence000481,leftturnonly,872,531,929,578
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000482.xml,image_sequence000482,leftturnonly,880,515,944,562
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000483.xml,image_sequence000483,leftturnonly,905,486,979,552
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000484.xml,image_sequence000484,leftturnonly,958,453,1045,531
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000485.xml,image_sequence000485,leftturnonly,1019,401,1128,507
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000486.xml,image_sequence000486,leftturnonly,1155,318,1279,449
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000487.xml,image_sequence000487,leftturnonly,1428,107,1649,321
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000502.xml,image_sequence000502,donotenter,341,646,382,688
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000502.xml,image_sequence000502,leftturnonly15,818,532,876,588
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000503.xml,image_sequence000503,leftturnonly15,844,528,910,591
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000503.xml,image_sequence000503,donotenter,316,658,360,702
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000504.xml,image_sequence000504,donotenter,301,631,348,683
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000504.xml,image_sequence000504,leftturnonly15,895,496,960,567
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000505.xml,image_sequence000505,donotenter,300,648,345,700
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000505.xml,image_sequence000505,leftturnonly15,963,488,1044,571
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000506.xml,image_sequence000506,donotenter,299,636,355,697
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000506.xml,image_sequence000506,leftturnonly15,1043,454,1141,550
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000507.xml,image_sequence000507,donotenter,308,622,364,686
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000507.xml,image_sequence000507,leftturnonly15,1179,401,1291,533
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000508.xml,image_sequence000508,donotenter,326,600,390,670
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000508.xml,image_sequence000508,leftturnonly15,1354,350,1498,507
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000509.xml,image_sequence000509,donotenter,365,589,430,664
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000509.xml,image_sequence000509,leftturnonly15,1626,287,1821,477
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000510.xml,image_sequence000510,donotenter,436,583,501,668
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000511.xml,image_sequence000511,donotenter,540,572,612,666
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000512.xml,image_sequence000512,donotenter,684,563,761,669
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000513.xml,image_sequence000513,donotenter,897,550,982,666
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000514.xml,image_sequence000514,donotenter,1142,533,1254,672
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000515.xml,image_sequence000515,donotenter,1465,505,1598,679
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000529.xml,image_sequence000529,pdestrian,886,515,939,574
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000530.xml,image_sequence000530,pdestrian,929,504,996,564
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000531.xml,image_sequence000531,pdestrian,979,480,1065,554
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000532.xml,image_sequence000532,pdestrian,1040,445,1137,538
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000533.xml,image_sequence000533,pdestrian,1139,403,1258,522
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000534.xml,image_sequence000534,pdestrian,1300,315,1465,480
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000535.xml,image_sequence000535,pdestrian,1656,128,1911,410
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000557.xml,image_sequence000557,school,1040,474,1093,541
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000558.xml,image_sequence000558,school,1021,431,1082,508
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000559.xml,image_sequence000559,school,1007,400,1086,489
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000560.xml,image_sequence000560,school,1035,382,1125,498
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000561.xml,image_sequence000561,school,1081,300,1181,452
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000562.xml,image_sequence000562,school,1163,212,1328,417
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000563.xml,image_sequence000563,school,1425,1,1661,301
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000575.xml,image_sequence000575,pdestrian,1063,560,1117,608
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000576.xml,image_sequence000576,pdestrian,1155,558,1210,616
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000577.xml,image_sequence000577,pdestrian,1286,538,1356,607
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000578.xml,image_sequence000578,pdestrian,1440,475,1542,563
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000579.xml,image_sequence000579,pdestrian,1714,433,1835,545
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000588.xml,image_sequence000588,pdestrian,650,548,679,582
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000589.xml,image_sequence000589,pdestrian,695,545,726,584
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000590.xml,image_sequence000590,pdestrian,757,544,797,582
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000591.xml,image_sequence000591,pdestrian,825,535,868,583
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000592.xml,image_sequence000592,pdestrian,910,530,957,579
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000593.xml,image_sequence000593,pdestrian,1000,521,1060,574
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000595.xml,image_sequence000595,pdestrian,1300,480,1382,570
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000596.xml,image_sequence000596,pdestrian,1572,408,1697,538
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000630.xml,image_sequence000630,nouturn,535,358,567,390
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000631.xml,image_sequence000631,nouturn,518,337,551,372
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000632.xml,image_sequence000632,nouturn,505,313,545,351
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000633.xml,image_sequence000633,nouturn,494,281,537,321
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000634.xml,image_sequence000634,nouturn,470,253,517,300
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000635.xml,image_sequence000635,nouturn,432,221,484,270
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000714.xml,image_sequence000714,bikeped,744,571,784,608
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000715.xml,image_sequence000715,bikeped,749,564,793,607
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000716.xml,image_sequence000716,bikeped,760,550,811,594
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000717.xml,image_sequence000717,bikeped,796,538,858,595
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000718.xml,image_sequence000718,bikeped,852,514,922,584
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000719.xml,image_sequence000719,bikeped,905,478,1001,572
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000720.xml,image_sequence000720,bikeped,1005,442,1114,557
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000721.xml,image_sequence000721,bikeped,1196,357,1352,527
/Users/chitrangtalaviya/Desktop/Images_traffic/video2/image_sequence000722.xml,image_sequence000722,bikeped,1704,107,1912,431
